pdf_url,year,num_pages,title,journal,authors,vol,issue,ID,fg_count,tb_count
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1803501_wo_cover.pdf',1981,2,Basic Research and Productivity Increase in Manufacturing: Additional Evidence,American Economic Review,Albert N. Link,71,5,1803501,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806194_wo_cover.pdf',1981,3,A Theory and Test of Credit Rationing: Some Further Results,American Economic Review,Enrique R. Arzac; Robert A. Schwartz and David K. Whitcomb,71,4,1806194,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806200_wo_cover.pdf',1981,3,The General Nonneutrality of Income and Consumption Taxes: Comment,American Economic Review,J. Gregory Ballentine,71,4,1806200,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806201_wo_cover.pdf',1981,1,The General Nonneutrality of Income and Consumption Taxes: Reply,American Economic Review,John Whalley,71,4,1806201,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806202_wo_cover.pdf',1981,4,Keynesian Balance of Payments Models: Comment,American Economic Review,Alan V. Deardorff,71,4,1806202,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806205_wo_cover.pdf',1981,4,The Output Distribution Frontier: Comment,American Economic Review,Donald Keenan and Paul H. Rubin,71,4,1806205,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806206_wo_cover.pdf',1981,1,The Output Distribution Frontier: Reply,American Economic Review,William J. Baumol and Dietrich Fischer,71,4,1806206,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1806207_wo_cover.pdf',1981,1,Estimation with Correctly Interpreted Dummy Variables in Semilogarithmic Equations,American Economic Review,Peter E. Kennedy,71,4,1806207,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1802795_wo_cover.pdf',1981,2,Fixed Wages; Layoffs; Unemployment Compensation; and Welfare: Note,American Economic Review,Herschel I. Grossman and Kenneth Happy,71,3,1802795,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1802797_wo_cover.pdf',1981,2,The Technology of Risk and Return: Reply,American Economic Review,Edward Greenberg; William J. Marshall and Jess B. Yawitz,71,3,1802797,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1802800_wo_cover.pdf',1981,2,Multinational Firms and the Theory of International Trade and Investment: A Correction and a Stronger Conclusion,American Economic Review,A. Wahhab Khandker,71,3,1802800,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1802801_wo_cover.pdf',1981,1,A Model of Sales,American Economic Review,Hal R. Varian,71,3,1802801,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815740_wo_cover.pdf',1981,3,Cultivation of Taste; Catastrophe Theory; and the Demand for Works of Art,American Economic Review,Roger A. McCain,71,2,1815740,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815744_wo_cover.pdf',1981,4,Inflation; Bank Profits; and Government Seigniorage,American Economic Review,Jeremy J. Siegel,71,2,1815744,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815750_wo_cover.pdf',1981,4,Market Structure and Concentration in the Regulated Trucking Industry,American Economic Review,Russell C. Cherry and Carl Backman,71,2,1815750,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815755_wo_cover.pdf',1981,4,Information Remedies for Consumer Protection,American Economic Review,Howard Beales; Richard Craswell and Steven Salop,71,2,1815755,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1805049_wo_cover.pdf',1981,3,Cartel Problems: Note,American Economic Review,R. Rothschild,71,1,1805049,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1805057_wo_cover.pdf',1981,3,The Choice of Discount Rates for Public Projects,American Economic Review,Robert Mendelsohn,71,1,1805057,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1805779_wo_cover.pdf',1980,3,Reswitching; Wicksell Effects; and the Neoclassical Production Function: Note,American Economic Review,Klaus Pertz,70,5,1805779,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1805780_wo_cover.pdf',1980,4,The Ban on Indexed Bonds; 1933-77,American Economic Review,J. Huston McCulloch,70,5,1805780,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1805782_wo_cover.pdf',1980,4,Pareto-Desirable Redistribution in Kind: Comment,American Economic Review,Edgar O. Olsen,70,5,1805782,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815781_wo_cover.pdf',1970,4,Discussion,American Economic Review,Arnold C. Harberger; Vernon L. Smith and Ralph B. Bristol; Jr.,60,2,1815781,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815785_wo_cover.pdf',1970,4,Discussion,American Economic Review,Peter A. Frost; Leonall C. Andersen and Thomas J. Sargent,60,2,1815785,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815793_wo_cover.pdf',1970,4,Discussion,American Economic Review,Peter Asch; Almarin Phillips and James W. McKie,60,2,1815793,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815801_wo_cover.pdf',1970,3,Discussion,American Economic Review,William F. Sharpe; Richard Ruggles and Edwin Kuh,60,2,1815801,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815805_wo_cover.pdf',1970,4,Discussion,American Economic Review,John Sheahan; Jesse W. Markham and Robert A. Solo,60,2,1815805,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815813_wo_cover.pdf',1970,4,Discussion,American Economic Review,Stephen Hymer; Victor Perlo and Arthur MacEwan,60,2,1815813,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815819_wo_cover.pdf',1970,4,Discussion,American Economic Review,Arthur M. Okun; William H. Branson and Michael Piore,60,2,1815819,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815831_wo_cover.pdf',1970,4,Discussion,American Economic Review,Paul M. Sweezy; Phillip Saunders and John R. Coleman,60,2,1815831,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815836_wo_cover.pdf',1970,3,Discussion,American Economic Review,Lionel W. McKenzie; Lowell S. Hardin; G. E. Schuh and Ronald W. Jones,60,2,1815836,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815838_wo_cover.pdf',1970,4,Recommendations from Nashville Conference on Economic Curriculum in Black Colleges,American Economic Review,Flournoy Coles,60,2,1815838,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815846_wo_cover.pdf',1970,4,Discussion,American Economic Review,Ruth P. Mack; Kenneth J. Arrow and Trout Rader,60,2,1815846,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1815847_wo_cover.pdf',1970,4,Discussion,American Economic Review,Karl A. Fox; David S. Mundel and Sam Bass Warner; Jr.,60,2,1815847,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807865_wo_cover.pdf',1970,3,Labor Migration and Urban Unemployment: Comment,American Economic Review,Paul Zarembka,60,1,1807865,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807866_wo_cover.pdf',1970,2,Labor Migration and Urban Unemployment: Reply,American Economic Review,Michael P. Todaro,60,1,1807866,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807868_wo_cover.pdf',1970,4,Risk and the Social Rate of Discount,American Economic Review,Mark V. Pauly,60,1,1807868,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807869_wo_cover.pdf',1970,4,A Nonlinear Test of the Random-Walk Hypothesis,American Economic Review,R. L. Crouch,60,1,1807869,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807871_wo_cover.pdf',1970,2,Reserve Policies of Central Banks: Comment,American Economic Review,John H. Makin,60,1,1807871,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807872_wo_cover.pdf',1970,1,Reserve Policies of Central Banks: Reply,American Economic Review,Helmut A. Hagemann,60,1,1807872,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807873_wo_cover.pdf',1970,4,Maximum Bias in Social Saving Estimates Using Prices,American Economic Review,Lloyd J. Mercer,60,1,1807873,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807874_wo_cover.pdf',1970,4,The Structure of the Money-Expenditures Relationship: Comment,American Economic Review,Dwight M. Jaffee,60,1,1807874,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807875_wo_cover.pdf',1970,2,The Structure of the Money-Expenditures Relationship: Reply,American Economic Review,Sam Peltzman,60,1,1807875,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807880_wo_cover.pdf',1970,1,The Effect of Income on Delinquency: Reply,American Economic Review,Belton M. Fleisher,60,1,1807880,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807881_wo_cover.pdf',1970,1,Theory of the Firm: Discussion,American Economic Review,Lester Tesler,60,1,1807881,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1807882_wo_cover.pdf',1970,1,The Role of Money in a Simple Growth Model,American Economic Review,D. Levhari and Don Patinkin,60,1,1807882,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810685_wo_cover.pdf',1969,3,Coinsurance and the Welfare Economics of Medical Care,American Economic Review,Michael Crew,59,5,1810685,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1814902_wo_cover.pdf',1974,2,Housing Market Discrimination; Homeownership; and Savings Behavior: Reply,American Economic Review,John F. Kain and John M. Quigley,64,1,1814902,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1814903_wo_cover.pdf',1974,3,The Administered-Price Thesis Denied: Note,American Economic Review,J. Fred Weston; Steven Lustgarten and Nanci Grottke,64,1,1814903,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810686_wo_cover.pdf',1969,3,On the Social Rate of Discount: Comment,American Economic Review,Alan Nichols,59,5,1810686,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1814905_wo_cover.pdf',1974,3,Soviet Postwar Economic Growth and Capital-Labor Substitution: Comment,American Economic Review,T. Krishna Kumar and Ephraim Asher,64,1,1814905,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810688_wo_cover.pdf',1969,2,On the Social Rate of Discount: Comment,American Economic Review,Carl Landauer,59,5,1810688,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1814906_wo_cover.pdf',1974,1,Soviet Postwar Economic Growth and Capital-Labor Substitution: Reply,American Economic Review,Martin Weitzman,64,1,1814906,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810691_wo_cover.pdf',1969,1,On the Social Rate of Discount: Comment on the Comments,American Economic Review,William J. Baumol,59,5,1810691,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813917_wo_cover.pdf',1973,3,Optimal Restrictions on Foreign Trade and Investment: Note,American Economic Review,Raveendra N. Batra,63,5,1813917,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810692_wo_cover.pdf',1969,4,New Thoughts about Inferior Goods,American Economic Review,H. H. Liebhafsky,59,5,1810692,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813921_wo_cover.pdf',1973,3,Peasants; Procreation; and Pensions: Note,American Economic Review,Clive Southey,63,5,1813921,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810694_wo_cover.pdf',1969,3,The Contribution of Education to the Quality of Labor: Reply,American Economic Review,David Schwartzman,59,5,1810694,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810697_wo_cover.pdf',1969,3,Teaching Hour-Load Assignments in Economics Departments in Larger Institutions Revisited,American Economic Review,Rodney J. Morrison,59,5,1810697,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813923_wo_cover.pdf',1973,4,Spot Speculation; Forward Speculation; and Arbitrage: Comment,American Economic Review,Houston H. Stokes,63,5,1813923,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810698_wo_cover.pdf',1969,4,The Restrictive Effect of the U.S. Tariff: Comment,American Economic Review,Franklin V. Walker,59,5,1810698,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1811027_wo_cover.pdf',1963,3,The Differential Effects of Tight Money: Reply,American Economic Review,G. L. Bach and C. J. Huizenga,53,4,1811027,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810699_wo_cover.pdf',1969,4,Optimal Policies and Immiserizing Growth,American Economic Review,Jagdish N. Bhagwati,59,5,1810699,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813924_wo_cover.pdf',1973,4,Spot Speculation; Forward Speculation; and Arbitrage: A Clarification and Reply,American Economic Review,S. C. Tsiang,63,5,1813924,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810705_wo_cover.pdf',1969,4,The Interaction of Tariffs and Quotas,American Economic Review,Tsvi Ophir,59,5,1810705,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813925_wo_cover.pdf',1973,2,Pitfalls in Financial Model Building: Comment,American Economic Review,Kevin Clinton,63,5,1813925,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1811028_wo_cover.pdf',1963,1,Stochastic Reserve Losses and the Expansion of Bank Credit,American Economic Review,Daniel Orr and W. G. Mellon,53,4,1811028,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813220_wo_cover.pdf',1969,3,A Comment on the Modigliani-Miller Cost of Capital Thesis,American Economic Review,A. James Heins and Case M. Sprenkle,59,4,1813220,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813926_wo_cover.pdf',1973,4,Pitfalls in Financial Model Building: Reply and Some Further Extensions,American Economic Review,Mark L. Ladenson,63,5,1813926,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1809168_wo_cover.pdf',1963,2,Consumption; Savings and Windfall Gains: Comment,American Economic Review,Roger C. Bird,53,3,1809168,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813221_wo_cover.pdf',1969,4,Reply to Heins and Sprenkle,American Economic Review,Franco Modigliani and Merton H. Miller,59,4,1813221,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813927_wo_cover.pdf',1973,4,The Industrial Composition of U.S. Export and Subsidiary Sales to the Canadian Market: Note,American Economic Review,H. G. Baumann,63,5,1813927,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1809169_wo_cover.pdf',1963,2,Consumption; Savings and Windfall Gains: Reply,American Economic Review,Margaret G. Reid,53,3,1809169,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813222_wo_cover.pdf',1969,4,Clothing Exemptions and Sales Tax Regressivity,American Economic Review,Jeffrey M. Schaefer,59,4,1813222,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813928_wo_cover.pdf',1973,4,Lifetime Portfolio Selection in Continuous Time for a Multiplicative Class of Utility Functions,American Economic Review,Gordon Pye,63,5,1813928,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813929_wo_cover.pdf',1973,3,Social Return to Public Information Services: Statistical Reporting of U.S. Farm Commodities: Comment,American Economic Review,Lawrence N. Smith and Bruce A. Scherr,63,5,1813929,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813224_wo_cover.pdf',1969,3,Demand Conditions and Immiserizing Growth,American Economic Review,James R. Melvin,59,4,1813224,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1809170_wo_cover.pdf',1963,3,Windfall Income and Consumption: Comment,American Economic Review,Ronald G. Bodkin,53,3,1809170,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813930_wo_cover.pdf',1973,2,Social Return to Public Information Services: Statistical Reporting of U.S. Farm Commodities: Reply,American Economic Review,Yujiro Hayami and Willis Peterson,63,5,1813930,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813227_wo_cover.pdf',1969,3,Growth in Soviet Transport and Communications: Note,American Economic Review,Earl R. Brubaker,59,4,1813227,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1809171_wo_cover.pdf',1963,1,Windfall Income and Consumption: A Further Comment,American Economic Review,Mordechai E. Kreinin,53,3,1809171,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813229_wo_cover.pdf',1969,1,Macroeconomics of Unbalanced Growth: A Belated Comment,American Economic Review,Joan Robinson,59,4,1813229,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813931_wo_cover.pdf',1973,3,On Ignorance and Equal Distribution,American Economic Review,Amartya Sen,63,5,1813931,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1809173_wo_cover.pdf',1963,3,The Ranis-Fei Model of Economic Development: Reply,American Economic Review,Gustav Ranis and J. C. H. Fei,53,3,1809173,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813230_wo_cover.pdf',1969,1,Macroeconomics of Unbalanced Growth: Comment on the Comment,American Economic Review,William J. Baumol,59,4,1813230,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813933_wo_cover.pdf',1973,4,Import Controls on Foreign Oil: Comment,American Economic Review,Ryan C. Amacher; Robert D. Tollison and Thomas D. Willett,63,5,1813933,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1823846_wo_cover.pdf',1963,3,Discussion,American Economic Review,George J. Stigler,53,2,1823846,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813231_wo_cover.pdf',1969,2,Sales Maximization and Managerial Effort: Note,American Economic Review,David J. Smith,59,4,1813231,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1823862_wo_cover.pdf',1963,1,Introductory Remarks,American Economic Review,Fritz Machlup,53,2,1823862,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813934_wo_cover.pdf',1973,2,Import Controls on Foreign Oil: Reply,American Economic Review,George A. Hay,63,5,1813934,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813232_wo_cover.pdf',1969,2,What Is Producer's Surplus?--Comment,American Economic Review,Robert H. Wessel,59,4,1813232,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1817132_wo_cover.pdf',1963,3,Quantitative Research in American Economic History,American Economic Review,Douglass C. North,53,1,1817132,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808860_wo_cover.pdf',1973,3,Optimal Effective Protection in General Equilibrium,American Economic Review,Francisco R. Casas,63,4,1808860,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813233_wo_cover.pdf',1969,3,Rent and Producer's Surplus: Reply,American Economic Review,E. J. Mishan,59,4,1813233,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808862_wo_cover.pdf',1973,4,Environmental Externalities and the Arrow-Lind Public Investment Theorem,American Economic Review,Anthony C. Fisher,63,4,1808862,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1817135_wo_cover.pdf',1963,3,The Criterion for an Adverse Balance of Payments,American Economic Review,Wendell Gordon,53,1,1817135,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1812104_wo_cover.pdf',1969,73,Contributions to Indian Economic Analysis: A Survey,American Economic Review,Jagdish N. Bhagwati and Sukhamoy Chakravarty,59,4,1812104,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808865_wo_cover.pdf',1973,3,External Diseconomies in Competitive Supply: Comment,American Economic Review,George A. Hay and John J. McGowan,63,4,1808865,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1817136_wo_cover.pdf',1963,1,The Production Function in Allocation and Growth: A Synthesis,American Economic Review,Marvin Frankel,53,1,1817136,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1813347_wo_cover.pdf',1963,4,Foreward,American Economic Review,Ben W. Lewis and Paul A. Samuelson,53,1,1813347,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808866_wo_cover.pdf',1973,2,External Diseconomies in Competitive Supply: Comment,American Economic Review,Alan Nichols,63,4,1808866,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808964_wo_cover.pdf',1969,4,Wages and the Guideposts: Comment,American Economic Review,Paul S. Anderson,59,3,1808964,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808975_wo_cover.pdf',1969,3,Tariffs and Trade in General Equilibrium: Reply,American Economic Review,Bo Södersten and Karl Vind,59,3,1808975,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1812185_wo_cover.pdf',1962,3,The End of the Golden Age in Solovia: Comment,American Economic Review,Edmund S. Phelps,52,5,1812185,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808867_wo_cover.pdf',1973,2,External Diseconomies in Competitive Supply: Comment,American Economic Review,A. Ross Shepherd,63,4,1808867,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808977_wo_cover.pdf',1969,4,Some Notes on the Elasticity of Substitution,American Economic Review,Frank S. T. Hsiao,59,3,1808977,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808868_wo_cover.pdf',1973,4,External Diseconomies in Competitive Supply: Reply,American Economic Review,Charles J. Goetz and James M. Buchanan,63,4,1808868,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808980_wo_cover.pdf',1969,4,The Two Gap Approach to Aid and Development: A Reply to Bruton,American Economic Review,Hollis B. Chenery,59,3,1808980,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808870_wo_cover.pdf',1973,3,The End of the North-South Wage Differential: Comment,American Economic Review,Mark L. Ladenson,63,4,1808870,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1812188_wo_cover.pdf',1962,3,The Elasticity of the Marginal Efficiency Function: Reply,American Economic Review,Lorie Tarshis,52,5,1812188,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808873_wo_cover.pdf',1973,2,Estimation of Structure-Profit Relationships: Reply,American Economic Review,Blake Imel and Peter Helmberger,63,4,1808873,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1823657_wo_cover.pdf',1969,1,Discussion,American Economic Review,Jora R. Minasian,59,2,1823657,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1812190_wo_cover.pdf',1962,2,Foreign Exchange Guarantees and the Dollar: Reply,American Economic Review,Sterie T. Beza and Gardner Patterson,52,5,1812190,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808874_wo_cover.pdf',1973,2,Relative Shares and Elasticities Simplified: Comment,American Economic Review,Paul A. Samuelson,63,4,1808874,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1823691_wo_cover.pdf',1969,4,Discussion,American Economic Review,Jonathan R. T. Hughes and Herman E. Krooss,59,2,1823691,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1812191_wo_cover.pdf',1962,3,Stochastic Reserve Losses and Expansion of Bank Credit: Comment,American Economic Review,H. Laurence Miller; Jr.,52,5,1812191,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1811103_wo_cover.pdf',1969,3,A Note on Uncertainty and Preferences in a Temporal Context,American Economic Review,Jan Mossin,59,1,1811103,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1808875_wo_cover.pdf',1973,1,Relative Shares and Elasticities Simplified: Reply,American Economic Review,Ryuzo Sato and Tetsunori Koizumi,63,4,1808875,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1811104_wo_cover.pdf',1969,4,External Diseconomies; Corrective Taxes; and Market Structure,American Economic Review,James M. Buchanan,59,1,1811104,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1812192_wo_cover.pdf',1962,3,Stochastic Reserve Losses and Expansion of Bank Credit: Reply,American Economic Review,Daniel Orr and W. G. Mellon,52,5,1812192,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1914372_wo_cover.pdf',1973,4,The Supply of Rental Housing: Comment,American Economic Review,Ronald E. Grieson,63,3,1914372,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1811106_wo_cover.pdf',1969,3,Excess Burden: The Corner Case,American Economic Review,J. G. Head and C. S. Shoup,59,1,1811106,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1810561_wo_cover.pdf',1962,2,The Bethlehem-Youngstown Case and the Market-Share Criterion: Reply,American Economic Review,Lucile Sheppard Keyes,52,3,1810561,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1914373_wo_cover.pdf',1973,2,The Supply of Rental Housing: Reply,American Economic Review,Frank de Leeuw and Nkanta F. Ekanem,63,3,1914373,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_wo_cover/1811107_wo_cover.pdf',1969,2,Some New Results in the Measurement of Capacity Utilization,American Economic Review,W. P. Hogan,59,1,1811107,0,1
